0.46732,0.4113
0.46732,0.37108
0.45042,0.31037
0.53324,0.24815
0.49014,0.17074
0.48845,0.10169
0.50366,0.063744
0.46479,0.078162
0.42169,0.23524
0.44958,0.21172
0.37014,0.38019
0.34563,0.35666
0.30761,0.44772
0.24254,0.41889
0.36761,0.15405
0.35831,0.15253
0.34563,0.16315
0.34141,0.16695
0.33296,0.15556
0.32282,0.069815
0.28479,0.043255
0.2907,0.091821
0.2907,0.12825
0.3093,0.14342
0.28817,0.19123
0.27803,0.21096
0.26028,0.23221
0.26028,0.28153
0.21718,0.13811
0.22056,0.10245
0.24507,0.091062
0.2062,0.042496
0.059155,0.01973
0.043099,0.020489
0.14704,0.094098
0.10056,0.098651
0.048169,0.11079
0.035493,0.13432
0.17239,0.1715
0.19859,0.1973
0.19183,0.21324
0.16986,0.20565
0.1107,0.17757
0.093803,0.16315
0.081127,0.16543
0.065915,0.17378
0.050704,0.19351
0.016901,0.18668
0.018592,0.17985
0.011831,0.17757
0.21634,0.37487
0.22056,0.32707
0.19775,0.2398
0.19521,0.24435
0.19859,0.26484
0.19775,0.29899
0.18338,0.25118
0.16817,0.22614
0.14282,0.2489
0.13606,0.25118
0.13183,0.24966
0.1107,0.24815
0.05831,0.24359
0.10141,0.25573
0.074366,0.26105
0.17577,0.27243
0.11746,0.26712
0.078592,0.26636
0.07678,0.27083
0.072868,0.27829
0.11737,0.27214
0.11835,0.28049
0.17019,0.29191
0.16138,0.28751
0.14671,0.29586
0.13693,0.30596
0.09732,0.28839
0.079225,0.29059
0.078736,0.29893
0.027876,0.30332
0.17655,0.33494
0.14818,0.32089
0.14427,0.3244
0.12177,0.31211
0.11933,0.31518
0.11297,0.30728
0.10417,0.30728
0.085094,0.30596
0.079714,0.30596
0.072868,0.33143
0.075802,0.33758
0.080203,0.33758
0.080692,0.33319
0.059664,0.35514
0.10123,0.32836
0.10221,0.32221
0.11199,0.33406
0.12617,0.32836
0.14036,0.33319
0.14965,0.33406
0.14671,0.3446
0.16579,0.35514
0.13058,0.34724
0.13302,0.35075
0.13204,0.35646
0.12471,0.35997
0.10808,0.35427
0.099276,0.35602
0.10025,0.349
0.087539,0.34856
0.1071,0.36876
0.10612,0.37578
0.10466,0.38544
0.1115,0.37622
0.12226,0.3894
0.1296,0.38325
0.13253,0.37403
0.14085,0.37139
0.15405,0.37491
0.14818,0.38281
0.16383,0.37578
0.16725,0.37578
0.16823,0.38281
0.15649,0.40169
0.14574,0.40169
0.14036,0.40169
0.12128,0.40082
0.12568,0.40608
0.11639,0.41311
0.09732,0.40872
0.10074,0.4197
0.10906,0.43287
0.14427,0.42058
0.15894,0.41575
0.16285,0.40872
0.15356,0.43814
0.15552,0.44385
0.12496,0.44429
0.10042,0.42321
0.1031,0.41531
0.12229,0.38413
0.092384,0.37974
0.068284,0.35953
0.054895,0.349
0.014282,0.31782
0.066499,0.32748
0.018745,0.22515
0.09774,0.33846
0.10176,0.34768
0.11738,0.33538
0.12363,0.34987
0.15353,0.34856
0.1754,0.36437
0.13434,0.40565
0.14862,0.4096
0.15263,0.40872
0.16692,0.4074
0.18031,0.41443
0.19369,0.40125
0.21779,0.39291
0.16513,0.30025
0.19369,0.25019
0.21333,0.24931
0.21422,0.23306
0.16602,0.18651
0.16602,0.17992
0.14416,0.20978
0.11515,0.19485
0.096847,0.18387
0.075425,0.19793
0.17049,0.16104
0.14326,0.12766
0.15621,0.10966
0.087475,0.038515
0.21556,0.097801
0.22137,0.11668
0.22895,0.16719
0.27626,0.059595
0.27626,0.10307
0.25216,0.20144
0.31107,0.22296
0.34053,0.23701
0.29679,0.24931
0.28072,0.26775
0.25305,0.27566
0.26019,0.29718
0.24814,0.32089
0.25037,0.33977
0.23966,0.35119
0.25261,0.36744
0.26957,0.34768
0.27358,0.32748
0.21646,0.43331
0.26153,0.44956
0.27001,0.43946
0.27983,0.39291
0.31821,0.32879
0.32268,0.28488
0.29768,0.44078
0.30348,0.44297
0.31241,0.42629
0.34499,0.43858
0.3557,0.41531
0.374,0.42277
0.38917,0.43463
0.39944,0.43419
0.43202,0.43551
0.42577,0.42146
0.43202,0.4074
0.48156,0.41092
0.49763,0.40301
0.54493,0.2862
0.44273,0.32309
0.44719,0.3143
0.46728,0.29059
0.45255,0.27478
0.44541,0.26204
0.44452,0.21901
0.43559,0.28576
0.428,0.29937
0.40212,0.28795
0.38069,0.2963
0.38114,0.32616
0.36463,0.32616
0.35302,0.3345
0.35436,0.34416
0.3383,0.32616
0.33651,0.37842
0.41506,0.34987
0.43023,0.35383
0.4222,0.38852
0.53958,0.18387
0.50566,0.15401
0.38114,0.11361
0.35436,0.10878
0.36909,0.094288
0.34856,0.064864
0.47486,0.031928
